employer_key,employer,fiscal_year,approvals,denials,state,city
the environmental financial consul,THE ENVIRONMENTAL FINANCIAL CONSUL,2021,1,0,CO,DENVER
the episcopal church of the epipha,THE EPISCOPAL CHURCH OF THE EPIPHA,2021,1,0,VA,DANVILLE
the exone,THE EXONE COMPANY,2021,1,0,PA,IRWIN
the family inst at northwestern un,THE FAMILY INST AT NORTHWESTERN UN,2021,1,0,IL,EVANSTON
the family rosary,THE FAMILY ROSARY INC,2021,1,0,MA,NORTH EASTON
the federal metal,THE FEDERAL METAL COMPANY,2021,1,0,OH,BEDFORD
the field museum of natural histor,THE FIELD MUSEUM OF NATURAL HISTOR,2021,1,0,IL,CHICAGO
the fila,THE FILA GROUP LLC,2021,1,0,VA,LURAY
the fin exploration,THE FIN EXPLORATION COMPANY,2021,1,0,CA,SAN FRANCISCO
the financial gym,THE FINANCIAL GYM INC,2021,1,0,NY,NEW YORK
the fishin,THE FISHIN COMPANY,2021,1,0,PA,MUNHALL
the fletcher academy school of ach,THE FLETCHER ACADEMY SCHOOL OF ACH,2021,1,0,NC,RALEIGH
the forum for youth investment,THE FORUM FOR YOUTH INVESTMENT,2021,1,0,DC,WASHINGTON
the george gervin youth center,THE GEORGE GERVIN YOUTH CENTER,2021,1,0,TX,SAN ANTONIO
the georges inn,THE GEORGES INN LLC,2021,1,0,VA,LEXINGTON
the gillette,THE GILLETTE COMPANY LLC,2021,1,0,MA,BOSTON
the glacier,THE GLACIER GROUP LLC,2021;2023,1,1,WI,MIDDLETON
the global edge consultants,THE GLOBAL EDGE CONSULTANTS LLC,2021,1,0,TX,THE WOODLANDS
the good shepherd fund,THE GOOD SHEPHERD FUND,2021,1,0,CA,SAN JOSE
the good shepherd hospital inc dba,THE GOOD SHEPHERD HOSPITAL INC DBA,2021,1,0,TX,LONGVIEW
the green light project inc d b a,THE GREEN LIGHT PROJECT INC D/B/A,2021,1,0,NY,NEW YORK
the h collective,THE H COLLECTIVE LLC,2021,1,0,CA,LOS ANGELES
the hana center,THE HANA CENTER,2021,1,0,IL,CHICAGO
the harding,THE HARDING GROUP INC,2021,1,0,MD,ANNAPOLIS
the harman group engineering p c,THE HARMAN GROUP ENGINEERING P.C.,2021,1,0,PA,KNG OF PRUSSA
the haverford trust,THE HAVERFORD TRUST COMPANY,2021,1,0,PA,WAYNE
the heart instit of east texas pa,THE HEART INSTIT OF EAST TEXAS PA,2021,1,0,TX,LUFKIN
the hendey,THE HENDEY GROUP,2021,1,0,IN,INDIANAPOLIS
the herjavec,THE HERJAVEC GROUP CORP,2021,1,0,CA,WEST HOLLYWOOD
the hibbert,THE HIBBERT COMPANY,2021,1,0,NJ,TRENTON
the hill,THE HILL GROUP INC,2021,1,0,PA,CARNEGIE
the hillman,THE HILLMAN GROUP INC,2021,1,0,OH,CINCINNATI
the holt,THE HOLT GROUP INC,2021,1,0,CA,EL CENTRO
the hosp authority of the city of,THE HOSP AUTHORITY OF THE CITY OF,2021,1,0,AL,GREENVILLE
the house of macarons,THE HOUSE OF MACARONS LLC,2021,1,0,DC,WASHINGTON
the hume center,THE HUME CENTER,2021,1,0,CA,FREMONT
the huneeus foundation,THE HUNEEUS FOUNDATION,2021,1,0,CA,SAN FRANCISCO
the ifish,THE IFISH GROUP INC,2021,1,0,CA,SACRAMENTO
the impact society,THE IMPACT SOCIETY,2021,1,0,NY,NEW YORK
the institute of endocrinology dia,THE INSTITUTE OF ENDOCRINOLOGY DIA,2021,1,0,FL,PANAMA CITY
the insts for the achievement of h,THE INSTS FOR THE ACHIEVEMENT OF H,2021,1,0,PA,WYNDMOOR
the insurance house inc dba insura,THE INSURANCE HOUSE INC DBA INSURA,2021,1,0,GA,MARIETTA
the interpublic group of companies,THE INTERPUBLIC GROUP OF COMPANIES,2021,1,0,NY,NEW YORK
the jain family institute,THE JAIN FAMILY INSTITUTE,2021,1,0,NY,NEW YORK
the jerde partnerships,THE JERDE PARTNERSHIPS INC,2021,1,1,CA,LOS ANGELES
the jim henson,THE JIM HENSON COMPANY,2021,1,1,CA,LOS ANGELES
the john cooper school,THE JOHN COOPER SCHOOL,2021,1,0,TX,THE WOODLANDS
the joyful heart foundation,THE JOYFUL HEART FOUNDATION,2021,1,0,NY,BROOKLYN
the k,THE K COMPANY INC,2021,1,0,OH,AKRON
the kansas state univ fdn,THE KANSAS STATE UNIV FDN,2021,1,0,KS,MANHATTAN
the karpel,"THE KARPEL GROUP, INC.",2021,1,0,NY,NEW YORK
the kercher,THE KERCHER GROUP INC,2021,1,0,DE,NEWARK
the kohl,THE KOHL GROUP INC,2021,1,0,NJ,PARSIPPANY
the kotter,THE KOTTER GROUP LLC,2021,1,0,GA,LILBURN
the lagunitas brewing,THE LAGUNITAS BREWING CO,2021,1,0,CA,PETALUMA
the lakes community hlth ctr inc d,THE LAKES COMMUNITY HLTH CTR INC D,2021,1,0,WI,HAYWARD
the landing home,THE LANDING HOME INC,2021,1,0,CA,SAN FRANCISCO
the lara law firm,THE LARA LAW FIRM PLLC,2021,1,0,AZ,TUCSON
the late show,THE LATE SHOW INC,2021,1,0,NY,NEW YORK
the law office of alexander paykin,THE LAW OFFICE OF ALEXANDER PAYKIN,2021,1,0,NY,NEW YORK
the law office of dan yao,THE LAW OFFICE OF DAN YAO PLLC,2021,1,0,NY,FLUSHING
the law office of kevin m o brien,THE LAW OFFICE OF KEVIN M O BRIEN,2021,1,0,IL,CHICAGO
the law office of seth h salinger,THE LAW OFFICE OF SETH H SALINGER,2021,1,0,MA,NEWTON CENTER
the law offices of edward carrasco,THE LAW OFFICES OF EDWARD CARRASCO,2021,1,0,NY,WOODSIDE
the law offs of dixon wong and assoc,THE LAW OFFS OF DIXON WONG & ASSOC,2021,1,0,CA,PASADENA
the lead,THE LEAD GROUP LLC,2021,1,0,KS,LEAWOOD
the lewis family corp dba commeri,THE LEWIS FAMILY CORP DBA COMMERI,2021,1,0,CA,FREMONT
the life center complex,THE LIFE CENTER COMPLEX INC,2021,1,0,DE,WILMINGTON
the linux foundation,THE LINUX FOUNDATION INC,2021;2023,1,1,CA,SAN FRANCISCO
the liv grp,THE LIV GRP INC,2021,1,0,CA,EL SEGUNDO
the loan story,THE LOAN STORY,2021,1,1,CA,SANTA CLARA
the lotus collaborative inc a psyc,THE LOTUS COLLABORATIVE INC A PSYC,2021,1,0,CA,SANTA CRUZ
the m k morse,THE M K MORSE COMPANY,2021,1,0,OH,CANTON
the machetta law firm,THE MACHETTA LAW FIRM PC,2021,1,0,TX,HOUSTON
the magnetic collective,THE MAGNETIC COLLECTIVE LLC,2021,1,0,NY,NEW YORK
the marcus,THE MARCUS CORPORATION,2021,1,0,WI,MILWAUKEE
the marketing advantage,THE MARKETING ADVANTAGE INC,2021,1,0,CT,STAMFORD
the mary lanning memorial hosp ass,THE MARY LANNING MEMORIAL HOSP ASS,2021,1,0,NE,HASTINGS
the maslow media,THE MASLOW MEDIA GROUP INC,2021,1,0,MD,ROCKVILLE
the matworks,THE MATWORKS COMPANY LLC,2021,1,0,MD,BELTSVILLE
the mcgregor,THE MCGREGOR COMPANY,2021,1,0,CA,BEVERLY HILLS
the medical gr of south florida,THE MEDICAL GR OF SOUTH FLORIDA,2021,1,0,FL,JUPITER
the medical oncology group p a,THE MEDICAL ONCOLOGY GROUP P A,2021,1,0,MS,GULFPORT
the memorial hosp of william f and,THE MEMORIAL HOSP OF WILLIAM F AND,2021,1,0,NY,WELLSVILLE
the mental health association of,THE MENTAL HEALTH ASSOCIATION OF,2021,1,0,NY,NEW YORK
the methodist home of ky,THE METHODIST HOME OF KY,2021,1,0,KY,NICHOLASVILLE
the mirror,THE MIRROR INC,2021,1,0,KS,NEWTON
the molecule,THE MOLECULE INC,2021,1,0,NY,BROOKLYN
the monadnock,THE MONADNOCK COMPANY,2021,1,0,CA,TORRANCE
the moore law group a professional,THE MOORE LAW GROUP A PROFESSIONAL,2021,1,0,CA,SANTA ANA
the mount desert island bio lab,THE MOUNT DESERT ISLAND BIO LAB,2021,1,0,ME,SALSBURY COVE
the natl ctr for construction ed and,THE NATL CTR FOR CONSTRUCTION ED &,2021,1,0,FL,ALACHUA
the northridge,THE NORTHRIDGE GROUP,2021,1,0,IL,ROSEMONT
the ogni,THE OGNI GROUP INC,2021,1,0,IL,WOOD DALE
the opennms,THE OPENNMS GROUP INC,2021,1,0,CA,EL SEGUNDO
the owasp foundation,THE OWASP FOUNDATION INC,2021,1,0,MD,BEL AIR
the parc hotel,THE PARC HOTEL LLC,2021,1,0,NY,FLUSHING
the parent s information and resourc,THE PARENT S INFORMATION & RESOURC,2021,1,0,FL,POMPANO BEACH
the pe tucker insurance agency,THE PE TUCKER INSURANCE AGENCY INC,2021,1,0,IN,W LAFAYETTE
the pennington school,THE PENNINGTON SCHOOL,2021,1,0,NJ,PENNINGTON
the perfect child,THE PERFECT CHILD LLC,2021,1,0,NY,BROOKLYN
the pga,THE PGA CORPORATION,2021,1,0,FL,PALM BEACH GARDENS
the pollack pr mktg grp a corp dba,THE POLLACK PR MKTG GRP A CORP DBA,2021,1,0,CA,LOS ANGELES
the port of houston authority,THE PORT OF HOUSTON AUTHORITY,2021,1,0,TX,HOUSTON
the potters house,THE POTTERS HOUSE,2021,1,0,MI,GRAND RAPIDS
the rc bishop of san jose st clare,THE RC BISHOP OF SAN JOSE ST CLARE,2021,1,0,CA,SAN JOSE
the rebel unicorn,THE REBEL UNICORN LLC,2021,1,0,NY,NEW YORK
the reinforced earth,THE REINFORCED EARTH COMPANY,2021,1,1,VA,STERLING
the reinvestment fund,THE REINVESTMENT FUND INC,2021,1,0,PA,PHILADELPHIA
the residential,THE RESIDENTIAL GROUP LLC,2021,1,0,GA,ATLANTA
the rhodes,THE RHODES GROUP,2021,1,0,PA,PITTSBURGH
the rmg,THE RMG GROUP INC,2021,1,0,NY,NEW YORK
the saratoga hospital,THE SARATOGA HOSPITAL,2021,1,0,NY,SARATOGA SPRINGS
the saylor law firm,THE SAYLOR LAW FIRM LLP,2021,1,0,GA,ATLANTA
the sch board of the city of peter,THE SCH BOARD OF THE CITY OF PETER,2021,1,0,VA,PETERSBURG
the sch of the art inst of chicago,THE SCH OF THE ART INST OF CHICAGO,2021,1,0,IL,CHICAGO
the schaefer,THE SCHAEFER GROUP INC,2021,1,0,OH,DAYTON
the segal,THE SEGAL COMPANY INC,2021,1,0,NY,NEW YORK
the shabbat project,THE SHABBAT PROJECT INC,2021,1,0,NY,NEW YORK
the sheltering arms hosp foundatio,THE SHELTERING ARMS HOSP FOUNDATIO,2021,1,0,OH,COLUMBUS
the shipley school,THE SHIPLEY SCHOOL,2021,1,0,PA,BRYN MAWR
the smith kettlewell eye research,THE SMITH KETTLEWELL EYE RESEARCH,2021,1,0,CA,SAN FRANCISCO
the society of photo optical instr,THE SOCIETY OF PHOTO OPTICAL INSTR,2021,1,0,WA,BELLINGHAM
the socket source,THE SOCKET SOURCE INC,2021,1,0,CA,CERRITOS
the solomon r guggenheim fdn,THE SOLOMON R GUGGENHEIM FDN,2021,1,0,NY,NEW YORK
the spencer turbine,THE SPENCER TURBINE COMPANY,2021,1,0,CT,WINDSOR
the spider,THE SPIDER INC,2021,1,0,CA,SAN FRANCISCO
the spring highland fields corpora,THE SPRING HIGHLAND FIELDS CORPORA,2021,1,0,CA,BUENA PARK
the step2,THE STEP2 COMPANY LLC,2021,1,0,OH,STREETSBORO
the stop and shop supermarket,THE STOP & SHOP SUPERMARKET CO LLC,2021,1,0,MA,QUINCY
the strategic group p r lcc,THE STRATEGIC GROUP P R LCC,2021,1,0,PR,DORADO
the survice engrg,THE SURVICE ENGRG COMPANY LLC,2021,1,0,MD,BELCAMP
the sy klone,THE SY-KLONE COMPANY LLC,2021,1,0,FL,JACKSONVILLE
the taubman,THE TAUBMAN COMPANY,2021,1,0,MI,BLOOMFIELD HILLS
the testing consultancy us corpora,THE TESTING CONSULTANCY US CORPORA,2021,1,0,TX,SPRING
the therapy and wellness gr inc dba,THE THERAPY & WELLNESS GR INC DBA,2021,1,0,AL,DOTHAN
the town club,THE TOWN CLUB,2021,1,0,WI,MILWAUKEE
the united states playing card com,THE UNITED STATES PLAYING CARD COM,2021,1,0,KY,ERLANGER
the unity care,THE UNITY CARE GROUP,2021,1,0,CA,SAN JOSE
the univ lutheran assoc of greater,THE UNIV LUTHERAN ASSOC OF GREATER,2021,1,0,MA,CAMBRIDGE
the university of bridgeport,THE UNIVERSITY OF BRIDGEPORT INC,2021,1,0,CT,EAST HARTFORD
the univision network ltd partners,THE UNIVISION NETWORK LTD PARTNERS,2021,1,0,FL,MIAMI
the vons companies inc wholly owne,THE VONS COMPANIES INC WHOLLY OWNE,2021,1,0,CA,PLEASANTON
the water works board of the city,THE WATER WORKS BOARD OF THE CITY,2021,1,0,AL,BIRMINGHAM
the wattstopper,THE WATTSTOPPER INC,2021,1,0,CA,CARLSBAD
the wedge med ctr,THE WEDGE MED CTR PC,2021,1,0,PA,PHILADELPHIA
the wedge medical center,THE WEDGE MEDICAL CENTER PC,2021,1,0,PA,PHILADELPHIA
the western sugar cooperative,THE WESTERN SUGAR COOPERATIVE,2021,1,0,CO,DENVER
the wittern,THE WITTERN GROUP INC,2021,1,0,IA,CLIVE
the woodlands,THE WOODLANDS GROUP INC,2021;2022,1,1,CA,MONTROSE
the works,THE WORKS INC,2021,1,1,TN,MEMPHIS
the wyoming fine arts center,THE WYOMING FINE ARTS CENTER,2021,1,0,OH,CINCINNATI
the z and m,THE Z&M GROUP INC,2021,1,0,VA,GREAT FALLS
theatermania com,THEATERMANIA.COM INC,2021,1,0,NY,NEW YORK
theburritolabs inc dba fuel panda,THEBURRITOLABS INC DBA FUEL PANDA,2021,1,0,CA,SAN MATEO
thedesigners,THEDESIGNERS GROUP INC,2021,1,0,NY,BROOKLYN
thekla,THEKLA INC,2021,1,0,CA,SAN FRANCISCO
thelab,THELAB LLC,2021,1,0,NY,NEW YORK
themis automation,THEMIS AUTOMATION USA LLC,2021,1,0,OH,CUYAHOGA FALLS
theo,THEO TECHNOLOGY HOLDINGS LLC,2021,1,0,TX,DALLAS
theragun,THERAGUN INC,2021,1,0,CA,LOS ANGELES
theramove and diagnostics,THERAMOVE & DIAGNOSTICS LLC,2021,1,0,MD,TOWSON
therapy for kids,THERAPY FOR KIDS INC,2021,1,0,CA,FULLERTON
therapymatch,THERAPYMATCH INC,2021,1,0,NY,NEW YORK
therma tech engineering,THERMA TECH ENGINEERING INC,2021,1,0,MI,REDFORD
therma tru,THERMA TRU CORPORATION,2021,1,0,OH,MAUMEE
therma tron x,THERMA-TRON-X INC,2021,1,0,WI,STURGEON BAY
thermal engineering intl,THERMAL ENGINEERING INTL USA INC,2021,1,0,CA,CERRITOS
thermal solutions manufacturing in,THERMAL SOLUTIONS MANUFACTURING IN,2021,1,0,TN,NASHVILLE
thermamax,THERMAMAX INC,2021,1,0,IL,AURORA
thermo bond buildings,THERMO BOND BUILDINGS LLC,2021,1,0,SD,ELK POINT
thg energy,THG ENERGY SOLUTIONS LLC,2021,1,0,OK,TULSA
thg llc dba palmetto payment svcs,THG LLC DBA PALMETTO PAYMENT SVCS,2021,1,0,SC,CHARLESTON
thiel and thiel,THIEL & THIEL INC,2021,1,0,TX,COLLEYVILLE
thiel college,THIEL COLLEGE,2021,1,0,PA,GREENVILLE
thielenhaus microfinish,THIELENHAUS MICROFINISH CORP,2021,1,0,MI,NOVI
thin film,THIN FILM TECHNOLOGY CORPORATION,2021,1,0,MN,NORTH MANKATO
think a move,THINK A MOVE LTD,2021,1,0,OH,BEACHWOOD
think food,THINK FOOD GROUP LLC,2021,1,0,DC,WASHINGTON
think tree,THINK TREE TECHNOLOGIES INC,2021,1,0,NJ,EDISON
thinkit us d b a mindera software,THINKIT US D/B/A MINDERA SOFTWARE,2021,1,0,CA,SAN DIEGO
thinkrite,THINKRITE INC,2021,1,0,FL,HOLLYWOOD
thinksmart,THINKSMART INC,2021,1,0,CA,SAN DIEGO
third coast packaging,THIRD COAST PACKAGING INC,2021,1,0,TX,PEARLAND
third eye surveillance security,THIRD EYE SURVEILLANCE SECURITY,2021,1,0,MA,BOSTON
third street community clinic,THIRD STREET COMMUNITY CLINIC INC,2021,1,0,OH,MANSFIELD
thirdware solution,THIRDWARE SOLUTION INC,2021,1,0,MI,LIVONIA
thomas c wilson,THOMAS C WILSON LLC,2021,1,0,NY,LONG ISLAND CITY
thomas edison charter academy,THOMAS EDISON CHARTER ACADEMY,2021,1,0,CA,SAN FRANCISCO
thomas juul hansen,THOMAS JUUL HANSEN LLC,2021,1,0,NY,NEW YORK
thomas oslund and assoc inc dba o2,THOMAS OSLUND AND ASSOC INC DBA O2,2021,1,0,MN,MINNEAPOLIS
thomas phifer and partners llp dba t,THOMAS PHIFER & PARTNERS LLP DBA T,2021,1,0,NY,NEW YORK
thomas publishing,THOMAS PUBLISHING COMPANY LLC,2021,1,0,NY,NEW YORK
thor solutions inc dba alvaka netw,THOR SOLUTIONS INC DBA ALVAKA NETW,2021,1,0,CA,IRVINE
thora capital,THORA CAPITAL LLC,2021,1,0,IL,CHICAGO
thornbrook learning academy,THORNBROOK LEARNING ACADEMY INC,2021,1,0,TX,DESOTO
thorne research,THORNE RESEARCH INC,2021,1,0,NY,NEW YORK
thoroughbred,THOROUGHBRED SOLUTIONS LLC,2021,1,0,KY,LEXINGTON
thoucentric,THOUCENTRIC INC,2021;2023,1,1,TX,AUSTIN
thought logic consulting,THOUGHT LOGIC CONSULTING LLC,2021,1,0,GA,ATLANTA
thousand lumens productions,THOUSAND LUMENS PRODUCTIONS LLC,2021,1,0,WI,STEVENS POINT
thr property management lp d b a i,THR PROPERTY MANAGEMENT LP D B A I,2021,1,0,TX,DALLAS
threads,THREADS GROUP INC,2021,1,0,CA,SAN FRANCISCO
threatconnect,THREATCONNECT INC,2021,1,0,VA,ARLINGTON
three arch llc d b a the villas at,THREE ARCH LLC D/B/A THE VILLAS AT,2021,1,0,CA,SARATOGA
three bird nest,THREE BIRD NEST LLC,2021,1,0,CA,PLEASANTON
threearch,THREEARCH LLC,2021,1,0,TX,DALLAS
threepds,THREEPDS INC,2021,1,0,TX,ADDISON
thrive wellness and mediation,THRIVE WELLNESS AND MEDIATION LLC,2021,1,0,NJ,EDISON
thriveworks administrative svcs,THRIVEWORKS ADMINISTRATIVE SVCS,2021,1,0,VA,FREDERICKSBURG
thruline marketing,THRULINE MARKETING INC,2021,1,0,KS,LEAWOOD
thrush aircraft,THRUSH AIRCRAFT LLC,2021,1,0,GA,ALBANY
thummalapally,THUMMALAPALLY INC,2021,1,0,FL,MIAMI
thunderbyrd power systems inc dba,THUNDERBYRD POWER SYSTEMS INC DBA,2021,1,0,TX,HOUSTON
thunderhead one,THUNDERHEAD ONE INC,2021,1,0,NH,MANCHESTER
thunkable,THUNKABLE INC,2021,1,0,CA,SAN FRANCISCO
thyssenkrupp supply chain svcs na,THYSSENKRUPP SUPPLY CHAIN SVCS NA,2021,1,0,MI,SOUTHFIELD
ti communities hr,TI COMMUNITIES HR LP,2021,1,0,TX,IRVING
ti drp,TI DRP LLC,2021,1,0,CO,BOULDER
tian cheng titanium industry north,TIAN CHENG TITANIUM INDUSTRY NORTH,2021,1,0,TX,HOUSTON
tian represents,"TIAN REPRESENTS, LLC.",2021,1,0,IL,CHICAGO
tiancheng intl,TIANCHENG INTL INC USA,2021,1,0,CA,ONTARIO
tiara consulting,TIARA CONSULTING SERVICES INC,2021,1,0,CA,SAN RAMON
tiber capital partners,TIBER CAPITAL PARTNERS LLC,2021,1,0,NY,NEW YORK
tiburcio valdez health center,TIBURCIO VALDEZ HEALTH CENTER INC,2021,1,0,CA,HAYWARD
tic toc studios,TIC TOC STUDIOS INC,2021,1,0,CA,N HOLLYWOOD
tickling keys inc dba mrexcel publ,TICKLING KEYS INC DBA MREXCEL PUBL,2021,1,0,FL,MERRITT ISLAND
tickpick,TICKPICK LLC,2021,1,0,NY,NEW YORK
tide dental corpus christi,TIDE DENTAL CORPUS CHRISTI PLLC,2021,1,0,TX,CORPUS CHRISTI
tideline advisors,"TIDELINE ADVISORS, LLC",2021,1,0,CA,SAN FRANCISCO
tidemark financial partners,TIDEMARK FINANCIAL PARTNERS,2021,1,0,CA,SAN DIEGO
tides advocacy,TIDES ADVOCACY,2021,1,0,CA,SAN FRANCISCO
tides family,TIDES FAMILY SERVICES INC,2021,1,0,RI,WEST WARWICK
tie bar,TIE BAR HOLDINGS LLC,2021,1,0,IL,CHICAGO
tier one analytics,TIER ONE ANALYTICS INC,2021,1,0,VA,MCLEAN
tier one,TIER ONE LLC,2021;2022,1,1,CT,NEWTOWN
tier1,TIER1 INC,2021,1,0,PA,WARRENDALE
tierra group intl,TIERRA GROUP INTL LTD,2021,1,0,CO,LAKEWOOD
tierzero,TIERZERO,2021,1,0,CA,PASADENA
tietex,TIETEX INTERNATIONAL LTD,2021,1,0,SC,SPARTANBURG
tietronix software,TIETRONIX SOFTWARE INC,2021,1,0,TX,HOUSTON
tiger infrastructure partners,TIGER INFRASTRUCTURE PARTNERS LP,2021,1,0,NY,NEW YORK
tightlines designs,TIGHTLINES DESIGNS INC,2021,1,0,NC,RALEIGH
tikamobile,TIKAMOBILE INC,2021,1,0,NY,NEW YORK
tikehau capital north,TIKEHAU CAPITAL NORTH AMERICA LLC,2021,1,0,NY,NEW YORK
tillamook county creamery associat,TILLAMOOK COUNTY CREAMERY ASSOCIAT,2021,1,0,OR,TILLAMOOK
tim plastics,TIM PLASTICS INC,2021,1,0,MD,NORTH EAST
timac,TIMAC INC,2021,1,0,CA,LOS ANGELES
timaven,TIMAVEN LLC,2021,1,0,LA,BATON ROUGE
timedoc,TIMEDOC INC,2021,1,0,IL,CHICAGO
timeseries,TIMESERIES US INC,2021,1,0,CO,GOLDEN
timothy f rohrs physical therapy,TIMOTHY F ROHRS PHYSICAL THERAPY,2021,1,0,NY,ROCKAWAY PARK
tinian fuel svcs,TINIAN FUEL SVCS INC,2021,1,0,MP,TINIAN
tinicum,TINICUM INCORPORATED,2021,1,0,NY,NEW YORK
tintic consolidated metals,TINTIC CONSOLIDATED METALS LLC,2021,1,0,UT,EUREKA
tinybuild,TINYBUILD LLC,2021,1,0,WA,BELLEVUE
tipmont rural electric membership,TIPMONT RURAL ELECTRIC MEMBERSHIP,2021,1,0,IN,LINDEN
tipsy monk management,TIPSY MONK MANAGEMENT GROUP INC,2021;2022,1,1,NY,NEW YORK
tirschwell,TIRSCHWELL CO INC,2021,1,0,NY,NEW YORK
tisch multiple sclerosis rsch ctr,TISCH MULTIPLE SCLEROSIS RSCH CTR,2021,1,0,NY,NEW YORK
tishomingo acquisition,TISHOMINGO ACQUISITION LLC,2021,1,0,MS,TISHOMINGO
titan global,TITAN GLOBAL TECHNOLOGIES LLC,2021,1,0,NY,NEW YORK
titotech,TITOTECH LLC,2021,1,0,CA,LOS ALTOS
tiva,TIVA SYSTEMS INC,2021,1,1,CA,PALO ALTO
tjc jewelry,TJC JEWELRY INC,2021,1,0,NY,NEW YORK
tk airport,TK AIRPORT SOLUTIONS INC,2021,1,0,TX,FORT WORTH
tk architects inc dba tk architect,TK ARCHITECTS INC DBA TK ARCHITECT,2021,1,0,MO,KANSAS CITY
tkc wealth management,TKC WEALTH MANAGEMENT LLC,2021,1,0,TX,DALLAS
tkny mgt inc dbs crossover colivin,TKNY MGT INC DBS CROSSOVER COLIVIN,2021,1,0,NY,LONG ISLAND CITY
tks construction,TKS CONSTRUCTION LLC,2021,1,0,CA,MORGAN HILL
tl squared,TL SQUARED LLP,2021,1,0,CA,WALNUT CREEK
tlc millimeter wave products svcs,TLC MILLIMETER WAVE PRODUCTS SVCS,2021,1,0,MN,MINNEAPOLIS
tld ace,TLD ACE INC,2021,1,0,CT,WINDSOR
tlh consulting,TLH CONSULTING INC,2021,1,0,MA,BILLERICA
tlp education,TLP EDUCATION,2021,1,0,CA,LOS ANGELES
tlv advanced software,TLV ADVANCED SOFTWARE INC,2021,1,0,TX,HOUSTON
tm kilduff consulting inc dba kild,TM KILDUFF CONSULTING INC DBA KILD,2021,1,1,CO,DENVER
tm source building,TM SOURCE BUILDING GROUP INC,2021,1,0,TX,FORT WORTH
tm wireless communication svcs,TM WIRELESS COMMUNICATION SVCS INC,2021,1,0,FL,MIAMI
tmg construction,TMG CONSTRUCTION CORP,2021,1,0,NY,NEW YORK
tmg partners ii,TMG PARTNERS II LP,2021,1,0,TX,DALLAS
tmi associates silicon valley,TMI ASSOCIATES SILICON VALLEY LLP,2021,1,0,CA,SAN MATEO
tmone llc dba mass markets,TMONE LLC DBA MASS MARKETS,2021,1,0,IA,IOWA CITY
tms hawaii,TMS HAWAII LLC,2021,1,0,HI,HONOLULU
tn hightex,TN HIGHTEX INC,2021,1,0,CA,DIAMOND BAR
tnc cpas,TNC CPAS PLLC,2021,1,0,TX,HOUSTON
tnc,TNC US HOLDINGS INC,2021,1,0,NY,NEW YORK
tni kso p c d b a nephrology speci,TNI/KSO P C D/B/A NEPHROLOGY SPECI,2021,1,0,OK,TULSA
tntx,TNTX LLC,2021,1,0,TX,GRAPEVINE
toast wedding films,TOAST WEDDING FILMS INC,2021,1,0,MO,KANSAS CITY
tobacco mart,TOBACCO MART CORPORATION INC,2021,1,0,TX,PORT ARTHUR
tobi li marshall cpa apc,TOBI LI MARSHALL CPA APC,2021;2022,1,1,CA,WEST COVINA
todd and weld,TODD & WELD LLP,2021,1,0,MA,BOSTON
todd blair engel dds p c d b a eng,TODD BLAIR ENGEL DDS P C D/B/A ENG,2021,1,0,NC,CHARLOTTE
todds acounting,TODDS ACOUNTING SERVICES INC,2021,1,0,FL,PALMETTO BAY
togetherbuy com dba vorsteiner,TOGETHERBUY.COM DBA VORSTEINER,2021,1,0,CA,GARDEN GROVE
togetherwork operations llc dba to,TOGETHERWORK OPERATIONS LLC DBA TO,2021,1,0,GA,COLUMBUS
tohopekaliga water authority,TOHOPEKALIGA WATER AUTHORITY,2021,1,0,FL,KISSIMMEE
token,TOKEN INC,2021,1,0,CA,SAN FRANCISCO
tokyo ohka kogyo,TOKYO OHKA KOGYO AMERICA INC,2021,1,0,OR,HILLSBORO
toledo alliance for the performing,TOLEDO ALLIANCE FOR THE PERFORMING,2021,1,0,OH,TOLEDO
toledo public schools,TOLEDO PUBLIC SCHOOLS,2021,1,0,OH,TOLEDO
toledo tool and die,TOLEDO TOOL AND DIE COMPANY INC,2021,1,0,OH,TOLEDO
tolero pharmaceuticals,TOLERO PHARMACEUTICALS INC,2021,1,0,UT,LEHI
tom cody design,TOM CODY DESIGN INC,2021,1,0,NY,NEW YORK
tom ford retail,TOM FORD RETAIL LLC,2021,1,0,NY,NEW YORK
tom hennes inc dba thinc design,TOM HENNES INC DBA THINC DESIGN,2021,1,0,NY,NEW YORK
toma cpa p c,TOMA CPA P C,2021,1,0,CA,PLACENTIA
tomatoes extraordinaire dba specia,TOMATOES EXTRAORDINAIRE DBA SPECIA,2021,1,0,CA,SAN DIEGO
tomo mortgage,TOMO MORTGAGE LLC,2021,1,0,TX,AUSTIN
tomorrows hope foundation,TOMORROWS HOPE FOUNDATION,2021;2022,1,1,NY,UNIONDALE
tompkins products,TOMPKINS PRODUCTS INC,2021,1,0,MI,DETROIT
tong da auto service,TONG DA AUTO SERVICE,2021,1,0,OH,COLUMBUS
tongrun,TONGRUN INTERNATIONAL LLC,2021,1,0,TX,BONHAM
tonnard manufacturing,TONNARD MANUFACTURING COMPANY,2021,1,0,PA,CORRY
tonoga inc dba taconic,TONOGA INC DBA TACONIC,2021,1,0,NY,PETERSBURG
tony blair inst for global change,TONY BLAIR INST FOR GLOBAL CHANGE,2021,1,0,NY,NEW YORK
tookitaki,TOOKITAKI INC,2021,1,0,NC,CHARLOTTE
